PLOT NUMBER,SIZE PER PLOT, PRICE PER HA , FINAL VALUE ,BUYER'S NAME, DEPOSIT ,BALANCE
K128,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K129,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K130,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K131,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K132,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K133,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K134,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K135,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K136,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K137,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K138,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K139,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K140,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K141,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K142,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K143,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K144,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K145,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K146,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K147,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K148,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K149,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K150,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K151,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K152,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K153,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K154,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K155,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K156,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K157,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K158,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K159,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K160,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K161,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K162,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K163,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K164,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K165,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K166,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K167,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K168,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K169,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K170,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K171,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K172,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K173,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K174,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K175,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K176,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K177,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K178,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K179,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K180,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K181,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K182,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K183,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K184,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K185,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K186,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K187,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K188,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K189,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K190,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K191,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K192,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K193,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K194,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K195,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K196,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K197,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K198,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K199,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K200,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K201,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K202,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K203,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K204,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K205,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K206,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K207,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K208,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K209,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K210,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K211,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K212,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K213,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K214,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K215,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K216,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K217,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K218,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K219,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K220,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K221,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K222,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K223,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K224,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K225,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K226,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K227,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K228,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K229,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K230,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K231,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K232,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K233,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K234,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K235,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K236,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K237,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K238,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K239,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K240,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K241,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K242,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K243,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K244,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K245,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K246,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K247,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K248,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K249,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K250,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K251,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K252,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K253,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K254,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K255,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K256,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K257,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K258,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K259,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K260,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K261,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K262,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K263,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K264,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K265,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K266,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K267,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K268,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K269,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K270,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K271,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K272,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K273,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K274,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K275,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K276,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K277,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K278,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K279,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K280,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K281,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K282,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K283,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K284,0.1022," 205,882,352.00 "," 21,041,176.37 ",,," 21,041,176.37 "
K285,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K286,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K287,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K288,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K289,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K290,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K291,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K292,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K293,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K294,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K295,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K296,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K297,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K298,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K299,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K300,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K301,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K302,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K303,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K304,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K305,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K306,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K307,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K308,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K309,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K310,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K311,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K312,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K313,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K314,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K315,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K316,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K317,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K318,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K319,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K320,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K321,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K322,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K323,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K324,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K325,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K326,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K327,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K328,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K329,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K330,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K331,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K332,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K333,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K334,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K335,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K336,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K337,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K338,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K339,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K340,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K341,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K342,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K343,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K344,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K345,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K346,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K347,0.0792," 205,882,352.00 "," 16,305,882.28 ",,," 16,305,882.28 "
K348,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K349,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K350,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K351,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K352,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K353,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K354,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K355,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K356,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
K357,0.0442," 205,882,352.00 "," 9,099,999.96 ",,," 9,099,999.96 "
,,, -   ,,,
,,," 15,451,499,341.13 ",,,
